pair,z_enter,z_exit,z_stop,max_hold,latency,z_window,side,notional,spread_scale,sign,oos_total_pnl
IWDA_AS_EUNL_DE,2.4,1.2,99.0,3,0,40,short,250000.0,auto,1,13303890.950541576
