pair,A_yh,B_yh,enters_oos,zvol_p75,onboard_cmd
IWDA_AS_XDWD_DE,IWDA.AS,XDWD.DE,47,1.1227770241183568,bin/pair_onboard.sh IWDA_AS_XDWD_DE IWDA.AS XDWD.DE
