pair,start,end,trades,net_pnl_total,CAGR,vol_annualized,Sharpe,MaxDD,hit_rate
SWDA_L_EUNL_DE,2024-04-22,2025-04-15,2,39944575.50779043,0.0,85277089.16058376,11.803912547962351,0.0,1.0
