trades,start,end,net_pnl_total,CAGR,vol_annualized,Sharpe,MaxDD,hit_rate,z_enter,z_exit,z_stop,max_hold,latency_days,fee_bps,slippage_bps,notional,z_window,spread_scale
60,2023-12-04,2025-10-06,-2767.300074676094,0.0,1.896294425839923,0.3733289481676513,-8.864102769793995,0.2166666666666666,2.0,0.5,4.5,3,2,1.0,1.0,250000.0,60,auto
52,2023-12-05,2025-10-03,-48093.44393662844,0.0,1.9641560275670849,0.3191391194929979,-9.128371217314305,0.1923076923076923,2.0,0.5,4.5,5,1,1.0,1.0,250000.0,60,auto
52,2023-12-06,2025-10-06,-55877.41268879412,0.0,3.7653386020796193,-0.3389236263720124,-13.315768830354571,0.2884615384615384,2.0,0.5,4.5,5,2,1.0,1.0,250000.0,60,auto
37,2023-12-12,2025-10-08,-83236.83661298652,0.0,2.9815550906303003,0.5669523758096953,-10.773854803740525,0.1891891891891892,2.0,0.5,4.5,10,1,1.0,1.0,250000.0,60,auto
37,2023-12-13,2025-10-09,-89160.44457306381,0.0,12.99954921568286,0.646226736896753,-10.170351866250222,0.1081081081081081,2.0,0.5,4.5,10,2,1.0,1.0,250000.0,60,auto
35,2023-12-19,2025-10-09,-129297.4067595149,0.0,2.39805530811175,0.7837140769305571,-18.61250396196148,0.1714285714285714,2.0,0.5,4.5,15,1,1.0,1.0,250000.0,60,auto
35,2023-12-20,2025-10-10,-125790.15965475376,0.0,11.620297337187884,-0.5256872814048997,-17.90416230052708,0.1142857142857142,2.0,0.5,4.5,15,2,1.0,1.0,250000.0,60,auto
67,2023-12-01,2025-10-03,-54986.14088260903,0.0,12.858290205342657,0.6646301069072211,-6.1240275985287544,0.208955223880597,2.0,0.75,3.0,3,1,1.0,1.0,250000.0,60,auto
67,2023-12-04,2025-10-06,16565.353441279683,0.0344034211159487,3.049242972437791,0.529737567579235,-1.453936879327808,0.2686567164179104,2.0,0.75,3.0,3,2,1.0,1.0,250000.0,60,auto
60,2023-12-04,2025-10-03,-50913.81246416603,0.0,2.2315930587805246,-0.025745872864548,-7.1492923212155945,0.2,2.0,0.75,3.0,5,1,1.0,1.0,250000.0,60,auto
60,2023-12-05,2025-10-06,-1357.3755131056453,0.0,2.579000317062138,0.5802864549860199,-4.878230492027157,0.3166666666666666,2.0,0.75,3.0,5,2,1.0,1.0,250000.0,60,auto
50,2023-12-04,2025-10-07,-44494.414937305366,0.0,2.7659646539286453,-0.3485483964669014,-3.297922400732586,0.14,2.0,0.75,3.0,10,1,1.0,1.0,250000.0,60,auto
50,2023-12-05,2025-10-08,-87964.55108531813,0.0,86.7068754820499,-0.6034112182286957,-13.396792152217712,0.18,2.0,0.75,3.0,10,2,1.0,1.0,250000.0,60,auto
50,2023-12-04,2025-10-07,-75069.09786655685,0.0,1.4988797513765493,0.6701097868153428,-10.249080208201322,0.16,2.0,0.75,3.0,15,1,1.0,1.0,250000.0,60,auto
50,2023-12-05,2025-10-08,-109580.09813569643,0.0,3.1020586130271957,-0.1776909421233729,-18.04022040707158,0.2,2.0,0.75,3.0,15,2,1.0,1.0,250000.0,60,auto
63,2023-12-01,2025-10-03,-94226.14636215246,0.0,3.2072022288162043,0.8014424046775792,-15.15262791490723,0.1746031746031746,2.0,0.75,3.5,3,1,1.0,1.0,250000.0,60,auto
63,2023-12-04,2025-10-06,-9091.916431247726,0.0,2.7790735033338905,0.6221655022142653,-11.090254295528066,0.2222222222222222,2.0,0.75,3.5,3,2,1.0,1.0,250000.0,60,auto
55,2023-12-05,2025-10-03,-66805.76778769583,0.0,2.2187714471660787,0.6577895311916416,-10.119257188899892,0.1818181818181818,2.0,0.75,3.5,5,1,1.0,1.0,250000.0,60,auto
55,2023-12-06,2025-10-06,10663.269411487272,0.0,5.777774731560208,-0.4518865956766251,-6.276184362817753,0.3636363636363636,2.0,0.75,3.5,5,2,1.0,1.0,250000.0,60,auto
43,2023-12-12,2025-10-07,-94687.85181149522,0.0,11.686435963939935,-0.5080339252481988,-11.54052187966575,0.1627906976744186,2.0,0.75,3.5,10,1,1.0,1.0,250000.0,60,auto
43,2023-12-13,2025-10-08,-50084.42742807395,0.0,3.849923062969645,-0.2978973710209523,-5.921186839939554,0.2093023255813953,2.0,0.75,3.5,10,2,1.0,1.0,250000.0,60,auto
41,2023-12-19,2025-10-07,-111451.8271030317,0.0,2.2508668937132525,0.300133539287996,-18.79442759369158,0.1707317073170731,2.0,0.75,3.5,15,1,1.0,1.0,250000.0,60,auto
41,2023-12-20,2025-10-08,-87887.29437029133,0.0,3.099771484647748,-0.2020700164407959,-14.401662298600852,0.2439024390243902,2.0,0.75,3.5,15,2,1.0,1.0,250000.0,60,auto
60,2023-12-01,2025-10-03,-82176.94732896215,0.0,2.7290854392526365,0.7415581741254349,-11.022025285036628,0.1833333333333333,2.0,0.75,4.0,3,1,1.0,1.0,250000.0,60,auto
60,2023-12-04,2025-10-06,-2787.83231657473,0.0,2.481866766749175,0.6045314342099621,-9.127871250982992,0.2166666666666666,2.0,0.75,4.0,3,2,1.0,1.0,250000.0,60,auto
53,2023-12-05,2025-10-03,-71828.65407978585,0.0,3.4289644731065847,-0.2330266438221276,-10.92215082860801,0.1886792452830188,2.0,0.75,4.0,5,1,1.0,1.0,250000.0,60,auto
53,2023-12-06,2025-10-06,-9383.559302518448,0.0,2.5428250715564458,0.7104663578479936,-9.964295708807898,0.320754716981132,2.0,0.75,4.0,5,2,1.0,1.0,250000.0,60,auto
39,2023-12-12,2025-10-07,-91920.61351722565,0.0,2.8902914124545296,-0.2082884953997278,-10.34530273676527,0.1794871794871795,2.0,0.75,4.0,10,1,1.0,1.0,250000.0,60,auto
39,2023-12-13,2025-10-08,-55302.59058245773,0.0,3.130348948769369,0.8013517137487504,-6.717168198969061,0.1538461538461538,2.0,0.75,4.0,10,2,1.0,1.0,250000.0,60,auto
37,2023-12-19,2025-10-07,-111505.87631653147,0.0,5.98160317044101,-0.4319872640433605,-16.99450747254174,0.1621621621621621,2.0,0.75,4.0,15,1,1.0,1.0,250000.0,60,auto
37,2023-12-20,2025-10-08,-93475.2544658934,0.0,14.869769902759424,-0.5597368074276796,-14.37694393786045,0.1891891891891892,2.0,0.75,4.0,15,2,1.0,1.0,250000.0,60,auto
60,2023-12-01,2025-10-03,-82167.56130168395,0.0,17.087017658503775,0.6586366482494284,-10.972102443990082,0.1833333333333333,2.0,0.75,4.5,3,1,1.0,1.0,250000.0,60,auto
60,2023-12-04,2025-10-06,-2767.300074676094,0.0,1.896294425839923,0.3733289481676513,-8.864102769793995,0.2166666666666666,2.0,0.75,4.5,3,2,1.0,1.0,250000.0,60,auto
52,2023-12-05,2025-10-03,-53968.77677635812,0.0,1.9656412553199227,0.3321015683077827,-9.64738390670184,0.1923076923076923,2.0,0.75,4.5,5,1,1.0,1.0,250000.0,60,auto
52,2023-12-06,2025-10-06,-50053.63246759949,0.0,3.76488941075553,-0.3457866959506793,-12.54652108331194,0.3269230769230769,2.0,0.75,4.5,5,2,1.0,1.0,250000.0,60,auto
37,2023-12-12,2025-10-07,-64509.45185739357,0.0,3.510431744903761,-0.3507186296645382,-7.992636932313013,0.1891891891891892,2.0,0.75,4.5,10,1,1.0,1.0,250000.0,60,auto
37,2023-12-13,2025-10-08,-64437.72348034284,0.0,6.230119738071935,0.7839898693574261,-7.108121826121612,0.1621621621621621,2.0,0.75,4.5,10,2,1.0,1.0,250000.0,60,auto
35,2023-12-19,2025-10-07,-101931.6427443874,0.0,1.942421357265818,0.4926830980363599,-14.856103367168297,0.1428571428571428,2.0,0.75,4.5,15,1,1.0,1.0,250000.0,60,auto
35,2023-12-20,2025-10-08,-98442.0034821454,0.0,1.96309280556046,0.5119299488084416,-13.556624299794375,0.1714285714285714,2.0,0.75,4.5,15,2,1.0,1.0,250000.0,60,auto
67,2023-12-01,2025-10-03,-55078.47172789586,0.0,12.85829515975554,0.66468354792066,-6.132445022042429,0.208955223880597,2.0,1.0,3.0,3,1,1.0,1.0,250000.0,60,auto
67,2023-12-04,2025-10-06,16726.784964231258,0.0496642121171075,2.88732902427343,0.4274291795691503,-1.4429373451509155,0.2835820895522388,2.0,1.0,3.0,3,2,1.0,1.0,250000.0,60,auto
60,2023-12-04,2025-10-02,-70220.912926624,0.0,2.1736116968545023,0.310114905858346,-9.224831492310008,0.1666666666666666,2.0,1.0,3.0,5,1,1.0,1.0,250000.0,60,auto
