pair,fold,entry_date,exit_date,entry_spread_eff,exit_spread_eff,direction,days_held,gross_pnl,cost,net_pnl,entry_z,exit_z,reason_exit,spread_scale,sign
SWDA_L_EUNL_DE,1,2024-07-01 00:00:00+00:00,2024-07-03 00:00:00+00:00,0.8384586025909506,0.8360923638422734,SHORT_SPREAD,2,591.559687169313,100.0,491.55968716931295,1.9783913219146463,0.3021851232960805,MEAN_REVERT,auto,1
SWDA_L_EUNL_DE,1,2024-08-05 00:00:00+00:00,2024-08-09 00:00:00+00:00,0.8489254427569044,0.8456766942128807,SHORT_SPREAD,5,812.1871360059207,100.0,712.1871360059207,4.073912107606616,1.8032323561378751,TIMEOUT,auto,1
SWDA_L_EUNL_DE,2,2024-08-05 00:00:00+00:00,2024-08-09 00:00:00+00:00,0.8489254427569044,0.8456766942128807,SHORT_SPREAD,4,812.1871360059207,100.0,712.1871360059207,3.12679380388062,1.2340805475472199,MEAN_REVERT,auto,1
SWDA_L_EUNL_DE,3,2024-08-27 00:00:00+00:00,2024-08-29 00:00:00+00:00,0.8335394286150308,0.8313486606552605,SHORT_SPREAD,2,547.6919899425892,100.0,447.6919899425892,2.0658462304317027,1.7393757777206438,MEAN_REVERT,auto,-1
SWDA_L_EUNL_DE,3,2024-09-23 00:00:00+00:00,2024-09-25 00:00:00+00:00,0.8235415965825041,0.8254322285975642,SHORT_SPREAD,2,-472.658003765003,100.0,-572.6580037650031,2.1435336738984647,1.5565724924944406,MEAN_REVERT,auto,-1
SWDA_L_EUNL_DE,5,2024-10-31 00:00:00+00:00,2024-11-01 00:00:00+00:00,0.8335821873511655,0.8276910195301916,SHORT_SPREAD,1,1472.7919552434687,100.0,1372.7919552434687,3.132976171560147,1.029074687311828,MEAN_REVERT,auto,1
SWDA_L_EUNL_DE,9,2025-03-06 00:00:00+00:00,2025-03-13 00:00:00+00:00,0.8306041226309492,0.8279149275675073,SHORT_SPREAD,5,672.298765860474,100.0,572.298765860474,2.513301498264337,0.974597758778288,TIMEOUT,auto,1
SWDA_L_EUNL_DE,10,2025-04-07 00:00:00+00:00,2025-04-15 00:00:00+00:00,0.8457882947777213,0.8442548584550454,SHORT_SPREAD,6,383.3590806689713,100.0,283.3590806689713,3.1113398679933146,0.9043046534610084,MEAN_REVERT,auto,1
SWDA_L_EUNL_DE,12,2025-06-11 00:00:00+00:00,2025-06-24 00:00:00+00:00,0.8378033501312357,0.8432886034826872,SHORT_SPREAD,9,-1371.3133378628618,100.0,-1471.3133378628618,2.738600275325015,1.4527430631724083,MEAN_REVERT,auto,1
SWDA_L_EUNL_DE,12,2025-07-02 00:00:00+00:00,2025-07-07 00:00:00+00:00,0.8552234821260652,0.8499890782858216,SHORT_SPREAD,3,1308.6009600609127,100.0,1208.6009600609127,2.6542105054823955,1.5353982535998474,MEAN_REVERT,auto,1
SWDA_L_EUNL_DE,13,2025-07-02 00:00:00+00:00,2025-07-07 00:00:00+00:00,0.8552234821260652,0.8499890782858216,SHORT_SPREAD,3,1308.6009600609127,100.0,1208.6009600609127,2.429842330301996,1.0236770773874349,MEAN_REVERT,auto,1
SWDA_L_EUNL_DE,14,2025-07-28 00:00:00+00:00,2025-07-29 00:00:00+00:00,0.8570359031638196,0.8544669548158785,SHORT_SPREAD,1,642.23708698527,100.0,542.23708698527,0.12242305860340483,-0.6411472713766817,MEAN_REVERT,auto,1
SWDA_L_EUNL_DE,15,2025-09-02 00:00:00+00:00,2025-09-03 00:00:00+00:00,0.8613272363452907,0.8582824076056857,SHORT_SPREAD,1,761.2071849012469,100.0,661.2071849012469,2.7390291042890973,1.3508883194834385,MEAN_REVERT,auto,1
