pair,fold,entry_date,exit_date,entry_spread_eff,exit_spread_eff,direction,days_held,gross_pnl,cost,net_pnl,entry_z,exit_z,reason_exit,spread_scale,sign
VWRL_L_VEVE_AS,4,2025-01-15 00:00:00+00:00,2025-01-28 00:00:00+00:00,0.0008378496514819943,0.0007776884087564695,SHORT_SPREAD,9,15.040310681381193,200.0,-184.9596893186188,2.0566603594997757,0.3876740393037216,TIMEOUT,auto,1
VWRL_L_VEVE_AS,5,2025-03-07 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0008657802616586953,0.0008297520018883509,SHORT_SPREAD,9,9.007064942586089,200.0,-190.99293505741392,2.2834465329634455,0.7451878172391082,TIMEOUT,auto,1
SWDA_L_EUNL_DE,3,2024-12-10 00:00:00+00:00,2024-12-13 00:00:00+00:00,0.8139799750662249,0.8205790897874853,SHORT_SPREAD,3,-1649.7786803151005,200.0,-1849.7786803151005,2.1317279674032767,0.34444079238288733,MEAN_REVERT,auto,-1
SWDA_L_EUNL_DE,5,2025-02-27 00:00:00+00:00,2025-03-04 00:00:00+00:00,0.8137253060131896,0.8170875141175672,SHORT_SPREAD,3,-840.5520260943988,200.0,-1040.5520260943988,2.0186032688811606,1.046513110598645,TIMEOUT,auto,-1
SWDA_L_EUNL_DE,6,2025-04-07 00:00:00+00:00,2025-04-10 00:00:00+00:00,0.8457882947777213,0.8544385214518613,SHORT_SPREAD,3,-2162.5566685349872,200.0,-2362.5566685349872,3.1113398679933146,2.4354198195737,TIMEOUT,auto,1
SWDA_L_EUNL_DE,6,2025-04-11 00:00:00+00:00,2025-04-16 00:00:00+00:00,0.8580705899211225,0.8483852506390483,SHORT_SPREAD,3,2421.3348205185393,200.0,2221.3348205185393,2.420597197564016,1.2378783507361386,TIMEOUT,auto,1
SWDA_L_EUNL_DE,8,2025-07-02 00:00:00+00:00,2025-07-07 00:00:00+00:00,0.8552234821260652,0.8499890782858216,SHORT_SPREAD,3,1308.6009600609127,200.0,1108.6009600609127,2.429842330301996,1.0236770773874349,MEAN_REVERT,auto,1
