Date,IUSA.DE
2024-08-23,49.49272155761719
2024-08-26,49.48679733276367
2024-08-27,49.508506774902344
2024-08-28,49.461143493652344
2024-08-29,50.053260803222656
2024-08-30,49.82233428955078
2024-09-02,50.24470901489258
2024-09-03,49.731544494628906
2024-09-04,49.13251876831055
2024-09-05,48.78021240234375
2024-09-06,48.14270782470703
2024-09-09,48.676597595214844
2024-09-10,48.93022155761719
2024-09-11,48.57790756225586
2024-09-12,49.61677169799805
2024-09-13,50.01063537597656
2024-09-16,49.72958755493164
2024-09-17,50.127403259277344
2024-09-18,49.891883850097656
2024-09-19,50.50148010253906
2024-09-20,50.273868560791016
2024-09-23,50.59846115112305
2024-09-24,50.5568962097168
2024-09-25,50.620235443115234
2024-09-26,50.537105560302734
2024-09-27,50.74294662475586
2024-09-30,50.695438385009766
2024-10-01,50.832008361816406
2024-10-02,51.010135650634766
2024-10-03,51.00617599487305
2024-10-04,51.326812744140625
2024-10-07,51.506919860839844
2024-10-08,51.57223129272461
2024-10-09,52.045265197753906
2024-10-10,52.16994857788086
2024-10-11,52.31047821044922
2024-10-14,52.825069427490234
2024-10-15,52.83694839477539
2024-10-16,52.78350830078125
2024-10-17,53.32581329345703
2024-10-18,53.19715881347656
2024-10-21,53.0764274597168
2024-10-22,53.260494232177734
2024-10-23,53.11996841430664
2024-10-24,52.999237060546875
2024-10-25,53.23872375488281
2024-10-28,53.12590789794922
2024-10-29,53.21695327758789
2024-10-30,53.02695083618164
2024-10-31,52.04130172729492
2024-11-01,52.334224700927734
2024-11-04,51.799842834472656
2024-11-05,52.10859298706055
2024-11-06,54.26395034790039
2024-11-07,54.513328552246094
2024-11-08,55.12095260620117
2024-11-11,55.66720962524414
2024-11-12,55.683048248291016
2024-11-13,55.94628143310547
2024-11-14,55.780025482177734
2024-11-15,54.9843864440918
2024-11-18,55.12689208984375
2024-11-19,55.09324264526367
2024-11-20,55.12095260620117
2024-11-21,55.85523986816406
2024-11-22,56.53410339355469
2024-11-25,56.35993576049805
2024-11-26,56.597442626953125
2024-11-27,56.023468017578125
2024-11-28,56.27284240722656
2024-11-29,56.44108200073242
2024-12-02,56.90619659423828
2024-12-03,56.75577926635742
2024-12-04,56.9477653503418
2024-12-05,56.85078048706055
2024-12-06,56.898277282714844
2024-12-09,56.62712860107422
2024-12-10,56.90421676635742
2024-12-11,57.226829528808594
2024-12-12,57.145084381103516
2024-12-13,56.93474197387695
2024-12-16,57.127220153808594
2024-12-17,56.980384826660156
2024-12-18,57.17683029174805
2024-12-19,56.23823547363281
2024-12-20,56.4823112487793
2024-12-23,56.33546829223633
2024-12-27,56.51605224609375
2024-12-30,55.97233963012695
2025-01-02,56.91886901855469
2025-01-03,56.885135650634766
2025-01-06,57.17088317871094
2025-01-07,56.621219635009766
2025-01-08,56.6747932434082
2025-01-09,56.692649841308594
2025-01-10,56.18069076538086
2025-01-13,56.12909698486328
2025-01-14,55.99019241333008
2025-01-15,56.980384826660156
2025-01-16,57.08356475830078
2025-01-17,57.63918685913086
2025-01-20,57.252235412597656
2025-01-21,57.24628829956055
2025-01-22,57.849525451660156
2025-01-23,57.849525451660156
2025-01-24,57.53401184082031
2025-01-27,56.343406677246094
2025-01-28,57.19866180419922
2025-01-29,57.36930847167969
2025-01-30,57.331607818603516
2025-01-31,58.095584869384766
2025-02-03,57.5677490234375
2025-02-04,57.506229400634766
2025-02-05,57.242313385009766
2025-02-06,57.89714431762695
2025-02-07,57.79197692871094
2025-02-10,58.12138366699219
2025-02-11,57.95866394042969
2025-02-12,57.52012252807617
2025-02-13,57.686805725097656
2025-02-14,57.56378173828125
2025-02-17,57.817771911621094
2025-02-18,57.84555435180664
2025-02-19,58.2126579284668
2025-02-20,57.559810638427734
2025-02-21,57.60346221923828
2025-02-24,56.85139846801758
2025-02-25,55.76199722290039
2025-02-26,56.50810623168945
2025-02-27,56.684715270996094
2025-02-28,55.98027420043945
2025-03-03,55.96836853027344
2025-03-04,54.033634185791016
2025-03-05,52.86882400512695
2025-03-06,52.92835235595703
2025-03-07,51.870704650878906
2025-03-10,51.6087646484375
2025-03-11,50.53325271606445
2025-03-12,50.95988464355469
2025-03-13,50.51970291137695
2025-03-14,51.112693786621094
2025-03-17,51.222137451171875
2025-03-18,50.90574645996094
2025-03-19,51.50669479370117
2025-03-20,51.80120086669922
2025-03-21,51.63603591918945
2025-03-24,52.814064025878906
2025-03-25,52.82600402832031
2025-03-26,52.615074157714844
2025-03-27,52.39419174194336
2025-03-28,51.132591247558594
2025-03-31,50.90773391723633
2025-04-01,51.592262268066406
2025-04-02,51.62410354614258
2025-04-03,48.74868392944336
2025-04-04,46.60953903198242
2025-04-07,45.491214752197266
2025-04-08,46.998565673828125
2025-04-09,44.617645263671875
2025-04-10,46.40060043334961
2025-04-11,45.90610885620117
2025-04-14,47.181640625
2025-04-15,47.5656852722168
2025-04-16,46.777687072753906
2025-04-17,46.112064361572266
2025-04-22,45.471309661865234
2025-04-23,47.036373138427734
2025-04-24,47.5457878112793
2025-04-25,47.75672149658203
2025-04-28,47.829349517822266
2025-04-29,48.07112121582031
2025-04-30,48.22434997558594
2025-05-02,49.590415954589844
2025-05-05,49.55658721923828
2025-05-06,49.23323059082031
2025-05-07,48.9974250793457
2025-05-08,50.02222442626953
2025-05-09,49.872982025146484
2025-05-12,51.83304214477539
2025-05-13,52.32056427001953
2025-05-14,52.189231872558594
2025-05-15,52.35041427612305
2025-05-16,52.73247528076172
2025-05-19,52.35041427612305
2025-05-20,52.40812301635742
2025-05-21,51.860897064208984
2025-05-22,51.42510986328125
2025-05-23,50.75849151611328
2025-05-26,51.16841506958008
2025-05-27,51.65195846557617
2025-05-28,51.84696960449219
2025-05-29,51.580322265625
2025-05-30,51.52659225463867
2025-06-02,51.194278717041016
2025-06-03,52.01213455200195
2025-06-04,51.96636199951172
2025-06-05,51.99820327758789
2025-06-06,52.201168060302734
2025-06-09,52.19918441772461
2025-06-10,52.25489807128906
2025-06-11,52.294700622558594
2025-06-12,51.7283821105957
2025-06-13,51.59470748901367
2025-06-16,51.778263092041016
2025-06-17,51.78424835205078
2025-06-18,51.76628875732422
2025-06-19,51.31538391113281
2025-06-20,51.554805755615234
2025-06-23,51.4849739074707
2025-06-24,51.96580505371094
2025-06-25,52.05160140991211
2025-06-26,52.021671295166016
2025-06-27,52.39875793457031
2025-06-30,52.32493591308594
2025-07-01,52.25909423828125
2025-07-02,52.39875793457031
2025-07-03,53.009273529052734
2025-07-04,52.62620544433594
2025-07-07,52.84168243408203
2025-07-08,52.835693359375
2025-07-09,52.987327575683594
2025-07-10,53.42226791381836
2025-07-11,53.142948150634766
2025-07-14,53.206790924072266
2025-07-15,53.66368103027344
2025-07-16,52.75988006591797
2025-07-17,53.90509796142578
2025-07-18,53.71156692504883
2025-07-21,53.7574577331543
2025-07-22,53.332489013671875
2025-07-23,53.6417350769043
2025-07-24,53.79137420654297
2025-07-25,54.020816802978516
2025-07-28,54.665252685546875
2025-07-29,54.91265106201172
2025-07-30,55.21791076660156
2025-07-31,55.497230529785156
2025-08-01,53.65171432495117
2025-08-04,54.2322998046875
2025-08-05,54.016822814941406
2025-08-06,54.14451599121094
2025-08-07,54.12057113647461
2025-08-08,54.306121826171875
2025-08-11,54.72311019897461
2025-08-12,54.68320846557617
2025-08-13,54.7310905456543
2025-08-14,55.072265625
2025-08-15,54.798927307128906
2025-08-18,54.886714935302734
2025-08-19,54.80491256713867
2025-08-20,54.42383575439453
2025-08-21,54.6951789855957
2025-08-22,54.972503662109375
2025-08-25,55.020389556884766
2025-08-26,54.952552795410156
2025-08-27,55.48925018310547
2025-08-28,55.26778793334961
2025-08-29,54.87673568725586
2025-09-01,55.014400482177734
2025-09-02,54.36797332763672
2025-09-03,54.84680938720703
2025-09-04,55.29970932006836
2025-09-05,54.8168830871582
2025-09-08,55.11615753173828
2025-09-09,55.1540641784668
2025-09-10,55.47727966308594
2025-09-11,55.849998474121094
2025-09-12,55.92599868774414
2025-09-15,55.948001861572266
2025-09-16,55.52399826049805
2025-09-17,55.46200180053711
2025-09-18,56.15999984741211
2025-09-19,56.242000579833984
2025-09-22,56.422000885009766
2025-09-23,56.470001220703125
2025-09-24,56.374000549316406
2025-09-25,56.38199996948242
2025-09-26,56.36600112915039
2025-09-29,56.50400161743164
2025-09-30,56.422000885009766
2025-10-01,56.8120002746582
2025-10-02,57.0260009765625
2025-10-03,57.18600082397461
2025-10-06,57.32600021362305
2025-10-07,57.27399826049805
2025-10-08,57.858001708984375
2025-10-09,57.970001220703125
2025-10-10,56.827999114990234
2025-10-13,57.24800109863281
2025-10-14,56.95399856567383
2025-10-15,57.236000061035156
2025-10-16,57.060001373291016
2025-10-17,56.44200134277344
2025-10-20,57.507999420166016
2025-10-21,57.83399963378906
2025-10-22,57.4739990234375
2025-10-23,57.69200134277344
2025-10-24,58.26599884033203
