date,A_ticker,A_price,B_ticker,B_price
2023-12-05 00:00:00+00:00,IWDA_AS,80.27999877929688,EUNL_DE,79.81800079345703
2023-12-07 00:00:00+00:00,IWDA_AS,80.875,EUNL_DE,80.85800170898438
2024-09-06 00:00:00+00:00,IWDA_AS,91.82499694824219,EUNL_DE,91.76599884033203
2024-09-09 00:00:00+00:00,IWDA_AS,93.02999877929688,EUNL_DE,93.01200103759766
2024-11-15 00:00:00+00:00,IWDA_AS,102.13999938964844,EUNL_DE,102.07499694824219
2024-11-18 00:00:00+00:00,IWDA_AS,102.27999877929688,EUNL_DE,102.30000305175781
2024-11-21 00:00:00+00:00,IWDA_AS,104.87999725341797,EUNL_DE,104.9000015258789
2024-11-22 00:00:00+00:00,IWDA_AS,104.87999725341797,EUNL_DE,104.9000015258789
2025-04-09 00:00:00+00:00,IWDA_AS,88.70500183105469,EUNL_DE,88.6240005493164
2025-04-11 00:00:00+00:00,IWDA_AS,87.80500030517578,EUNL_DE,87.8499984741211
2025-07-16 00:00:00+00:00,IWDA_AS,102.53500366210938,EUNL_DE,102.55500030517578
2025-07-17 00:00:00+00:00,IWDA_AS,102.18499755859375,EUNL_DE,102.20999908447266
