date,A_ticker,A_price,B_ticker,B_price
2023-09-15 00:00:00+00:00,VWRL.L,,VEVE.AS,
2023-09-16 00:00:00+00:00,VWRL.L,,VEVE.AS,
2023-09-17 00:00:00+00:00,VWRL.L,87.19229125976562,VEVE.AS,66.75898396400635
2023-09-18 00:00:00+00:00,VWRL.L,86.77556610107422,VEVE.AS,66.6927796820305
2023-09-19 00:00:00+00:00,VWRL.L,87.25043487548828,VEVE.AS,66.79012828625491
2023-09-20 00:00:00+00:00,VWRL.L,86.11656951904297,VEVE.AS,65.85486183000057
2023-09-21 00:00:00+00:00,VWRL.L,86.40731048583984,VEVE.AS,66.15836973015575
2023-09-22 00:00:00+00:00,VWRL.L,86.40731048583984,VEVE.AS,66.15836973015575
2023-09-23 00:00:00+00:00,VWRL.L,86.40731048583984,VEVE.AS,66.15836973015575
2023-09-24 00:00:00+00:00,VWRL.L,86.10687255859375,VEVE.AS,66.25789542801795
2023-09-25 00:00:00+00:00,VWRL.L,85.63200378417969,VEVE.AS,65.51912162105873
2023-09-26 00:00:00+00:00,VWRL.L,85.57386779785156,VEVE.AS,65.93364587105225
2023-09-27 00:00:00+00:00,VWRL.L,85.61260986328125,VEVE.AS,65.6497614423015
2023-09-28 00:00:00+00:00,VWRL.L,85.79673767089844,VEVE.AS,65.78322795010081
2023-09-29 00:00:00+00:00,VWRL.L,85.79673767089844,VEVE.AS,65.78322795010081
2023-09-30 00:00:00+00:00,VWRL.L,85.79673767089844,VEVE.AS,65.78322795010081
2023-10-01 00:00:00+00:00,VWRL.L,85.69014739990234,VEVE.AS,65.8142372964544
2023-10-02 00:00:00+00:00,VWRL.L,84.76946258544922,VEVE.AS,65.04611433607715
2023-10-03 00:00:00+00:00,VWRL.L,84.39151000976562,VEVE.AS,64.82627607871427
2023-10-04 00:00:00+00:00,VWRL.L,84.2558364868164,VEVE.AS,64.66778096727012
2023-10-05 00:00:00+00:00,VWRL.L,84.75009155273438,VEVE.AS,64.92052806257288
2023-10-06 00:00:00+00:00,VWRL.L,84.75009155273438,VEVE.AS,64.92052806257288
2023-10-07 00:00:00+00:00,VWRL.L,84.75009155273438,VEVE.AS,64.92052806257288
2023-10-08 00:00:00+00:00,VWRL.L,85.0602035522461,VEVE.AS,65.37588949780547
2023-10-09 00:00:00+00:00,VWRL.L,86.28131103515625,VEVE.AS,66.19401475279437
2023-10-10 00:00:00+00:00,VWRL.L,85.90335083007812,VEVE.AS,65.87285486634528
2023-10-11 00:00:00+00:00,VWRL.L,86.57205200195312,VEVE.AS,66.40675518321041
2023-10-12 00:00:00+00:00,VWRL.L,86.2134780883789,VEVE.AS,66.14663115373423
2023-10-13 00:00:00+00:00,VWRL.L,86.2134780883789,VEVE.AS,66.14663115373423
2023-10-14 00:00:00+00:00,VWRL.L,86.2134780883789,VEVE.AS,66.14663115373423
2023-10-15 00:00:00+00:00,VWRL.L,86.53329467773438,VEVE.AS,66.53872715301986
2023-10-16 00:00:00+00:00,VWRL.L,86.63990020751953,VEVE.AS,66.19052970294706
2023-10-17 00:00:00+00:00,VWRL.L,85.99058532714844,VEVE.AS,66.17425825405326
2023-10-18 00:00:00+00:00,VWRL.L,85.51570129394531,VEVE.AS,65.38780763568502
2023-10-19 00:00:00+00:00,VWRL.L,84.03294372558594,VEVE.AS,64.5942342754297
2023-10-20 00:00:00+00:00,VWRL.L,84.03294372558594,VEVE.AS,64.5942342754297
