date,pair,spread_pct
2024-11-14 00:00:00+00:00,CSP1_L_IUSA_DE,89219.602
2024-11-15 00:00:00+00:00,CSP1_L_IUSA_DE,89570.904
2024-11-18 00:00:00+00:00,CSP1_L_IUSA_DE,89593.067
2024-11-19 00:00:00+00:00,CSP1_L_IUSA_DE,89529.861
2024-11-20 00:00:00+00:00,CSP1_L_IUSA_DE,89225.379
2024-11-21 00:00:00+00:00,CSP1_L_IUSA_DE,89372.358
2024-11-22 00:00:00+00:00,CSP1_L_IUSA_DE,89132.865
2024-11-25 00:00:00+00:00,CSP1_L_IUSA_DE,89571.855
2024-11-26 00:00:00+00:00,CSP1_L_IUSA_DE,89511.823
2024-11-27 00:00:00+00:00,CSP1_L_IUSA_DE,89416.95
2024-11-28 00:00:00+00:00,CSP1_L_IUSA_DE,89240.591
2024-11-29 00:00:00+00:00,CSP1_L_IUSA_DE,89076.172
2024-12-02 00:00:00+00:00,CSP1_L_IUSA_DE,88889.43
2024-12-03 00:00:00+00:00,CSP1_L_IUSA_DE,89044.226
2024-12-04 00:00:00+00:00,CSP1_L_IUSA_DE,88785.847
2024-12-05 00:00:00+00:00,CSP1_L_IUSA_DE,88873.267
2024-12-06 00:00:00+00:00,CSP1_L_IUSA_DE,88888.634
2024-12-09 00:00:00+00:00,CSP1_L_IUSA_DE,88751.406
2024-12-10 00:00:00+00:00,CSP1_L_IUSA_DE,88362.683
2024-12-11 00:00:00+00:00,CSP1_L_IUSA_DE,88285.117
2024-12-12 00:00:00+00:00,CSP1_L_IUSA_DE,88674.04
2024-12-13 00:00:00+00:00,CSP1_L_IUSA_DE,89067.876
2024-12-16 00:00:00+00:00,CSP1_L_IUSA_DE,88684.296
2024-12-17 00:00:00+00:00,CSP1_L_IUSA_DE,88502.426
2024-12-18 00:00:00+00:00,CSP1_L_IUSA_DE,88465.589
2024-12-19 00:00:00+00:00,CSP1_L_IUSA_DE,88702.573
2024-12-20 00:00:00+00:00,CSP1_L_IUSA_DE,88772.065
2024-12-23 00:00:00+00:00,CSP1_L_IUSA_DE,89163.481
2024-12-27 00:00:00+00:00,CSP1_L_IUSA_DE,88920.738
2024-12-30 00:00:00+00:00,CSP1_L_IUSA_DE,89378.131
2025-01-02 00:00:00+00:00,CSP1_L_IUSA_DE,88745.757
2025-01-03 00:00:00+00:00,CSP1_L_IUSA_DE,88870.524
2025-01-06 00:00:00+00:00,CSP1_L_IUSA_DE,89056.404
2025-01-07 00:00:00+00:00,CSP1_L_IUSA_DE,89050.329
2025-01-08 00:00:00+00:00,CSP1_L_IUSA_DE,89374.515
2025-01-09 00:00:00+00:00,CSP1_L_IUSA_DE,89650.612
2025-01-10 00:00:00+00:00,CSP1_L_IUSA_DE,89918.467
2025-01-13 00:00:00+00:00,CSP1_L_IUSA_DE,89925.494
2025-01-14 00:00:00+00:00,CSP1_L_IUSA_DE,90540.868
2025-01-15 00:00:00+00:00,CSP1_L_IUSA_DE,90146.852
2025-01-16 00:00:00+00:00,CSP1_L_IUSA_DE,90381.379
2025-01-17 00:00:00+00:00,CSP1_L_IUSA_DE,90614.326
2025-01-20 00:00:00+00:00,CSP1_L_IUSA_DE,90656.282
2025-01-21 00:00:00+00:00,CSP1_L_IUSA_DE,90653.482
2025-01-22 00:00:00+00:00,CSP1_L_IUSA_DE,90633.68
2025-01-23 00:00:00+00:00,CSP1_L_IUSA_DE,90545.521
2025-01-24 00:00:00+00:00,CSP1_L_IUSA_DE,90275.238
2025-01-27 00:00:00+00:00,CSP1_L_IUSA_DE,90198.054
2025-01-28 00:00:00+00:00,CSP1_L_IUSA_DE,89972.031
2025-01-29 00:00:00+00:00,CSP1_L_IUSA_DE,89812.187
2025-01-30 00:00:00+00:00,CSP1_L_IUSA_DE,89774.501
2025-01-31 00:00:00+00:00,CSP1_L_IUSA_DE,89662.421
2025-02-03 00:00:00+00:00,CSP1_L_IUSA_DE,88942.049
2025-02-04 00:00:00+00:00,CSP1_L_IUSA_DE,89173.801
2025-02-05 00:00:00+00:00,CSP1_L_IUSA_DE,89241.247
2025-02-06 00:00:00+00:00,CSP1_L_IUSA_DE,89408.732
2025-02-07 00:00:00+00:00,CSP1_L_IUSA_DE,89320.711
2025-02-10 00:00:00+00:00,CSP1_L_IUSA_DE,89278.464
2025-02-11 00:00:00+00:00,CSP1_L_IUSA_DE,89312.862
2025-02-12 00:00:00+00:00,CSP1_L_IUSA_DE,89474.74
2025-02-13 00:00:00+00:00,CSP1_L_IUSA_DE,89263.589
2025-02-14 00:00:00+00:00,CSP1_L_IUSA_DE,89341.657
2025-02-17 00:00:00+00:00,CSP1_L_IUSA_DE,89137.268
2025-02-18 00:00:00+00:00,CSP1_L_IUSA_DE,88944.014
2025-02-19 00:00:00+00:00,CSP1_L_IUSA_DE,88802.486
2025-02-20 00:00:00+00:00,CSP1_L_IUSA_DE,88969.097
2025-02-21 00:00:00+00:00,CSP1_L_IUSA_DE,88629.042
2025-02-24 00:00:00+00:00,CSP1_L_IUSA_DE,88865.264
2025-02-25 00:00:00+00:00,CSP1_L_IUSA_DE,88996.528
2025-02-26 00:00:00+00:00,CSP1_L_IUSA_DE,88768.66
2025-02-27 00:00:00+00:00,CSP1_L_IUSA_DE,88339.185
2025-02-28 00:00:00+00:00,CSP1_L_IUSA_DE,88464.232
2025-03-03 00:00:00+00:00,CSP1_L_IUSA_DE,88548.287
2025-03-04 00:00:00+00:00,CSP1_L_IUSA_DE,88710.431
2025-03-05 00:00:00+00:00,CSP1_L_IUSA_DE,89701.506
2025-03-06 00:00:00+00:00,CSP1_L_IUSA_DE,90042.6
2025-03-07 00:00:00+00:00,CSP1_L_IUSA_DE,90137.84
2025-03-10 00:00:00+00:00,CSP1_L_IUSA_DE,90165.675
2025-03-11 00:00:00+00:00,CSP1_L_IUSA_DE,90410.692
2025-03-12 00:00:00+00:00,CSP1_L_IUSA_DE,90092.505
2025-03-13 00:00:00+00:00,CSP1_L_IUSA_DE,89835.208
2025-03-14 00:00:00+00:00,CSP1_L_IUSA_DE,90215.138
2025-03-17 00:00:00+00:00,CSP1_L_IUSA_DE,90111.971
2025-03-18 00:00:00+00:00,CSP1_L_IUSA_DE,90265.05
2025-03-19 00:00:00+00:00,CSP1_L_IUSA_DE,89950.43
2025-03-20 00:00:00+00:00,CSP1_L_IUSA_DE,89637.302
2025-03-21 00:00:00+00:00,CSP1_L_IUSA_DE,89875.923
2025-03-24 00:00:00+00:00,CSP1_L_IUSA_DE,89652.615
2025-03-25 00:00:00+00:00,CSP1_L_IUSA_DE,89478.988
2025-03-26 00:00:00+00:00,CSP1_L_IUSA_DE,89743.08
2025-03-27 00:00:00+00:00,CSP1_L_IUSA_DE,89377.475
2025-03-28 00:00:00+00:00,CSP1_L_IUSA_DE,89690.091
2025-03-31 00:00:00+00:00,CSP1_L_IUSA_DE,89727.216
2025-04-01 00:00:00+00:00,CSP1_L_IUSA_DE,89709.986
2025-04-02 00:00:00+00:00,CSP1_L_IUSA_DE,89727.232
2025-04-03 00:00:00+00:00,CSP1_L_IUSA_DE,90517.831
2025-04-04 00:00:00+00:00,CSP1_L_IUSA_DE,91351.23
