Date,Price1,Price2,spread_pct,signal
2024-06-03,98.748,89.581,10.233,STRONG_SIGNAL
2024-06-04,98.382,89.493,9.933,STRONG_SIGNAL
2024-06-05,99.558,90.478,10.035,STRONG_SIGNAL
2024-06-06,100.006,90.791,10.151,STRONG_SIGNAL
2024-06-07,100.231,91.269,9.820,STRONG_SIGNAL
2024-06-10,100.016,91.630,9.153,STRONG_SIGNAL
2024-06-11,99.753,91.444,9.086,STRONG_SIGNAL
2024-06-12,100.445,92.000,9.179,STRONG_SIGNAL
2024-06-13,100.218,91.975,8.962,STRONG_SIGNAL
2024-06-14,100.532,92.191,9.047,STRONG_SIGNAL
2024-06-17,100.748,92.240,9.223,STRONG_SIGNAL
2024-06-18,101.464,92.721,9.429,STRONG_SIGNAL
2024-06-19,101.444,92.868,9.235,STRONG_SIGNAL
2024-06-20,101.915,93.222,9.326,STRONG_SIGNAL
2024-06-21,101.660,92.888,9.444,STRONG_SIGNAL
2024-06-24,101.719,93.045,9.322,STRONG_SIGNAL
2024-06-25,101.533,92.986,9.191,STRONG_SIGNAL
2024-06-26,101.758,92.996,9.422,STRONG_SIGNAL
2024-06-27,101.749,92.996,9.412,STRONG_SIGNAL
2024-06-28,102.318,93.330,9.630,STRONG_SIGNAL
2024-07-01,101.788,92.868,9.604,STRONG_SIGNAL
2024-07-02,101.768,93.006,9.421,STRONG_SIGNAL
2024-07-03,102.092,93.261,9.469,STRONG_SIGNAL
2024-07-04,102.416,93.467,9.574,STRONG_SIGNAL
2024-07-05,102.200,93.546,9.252,STRONG_SIGNAL
2024-07-08,102.298,93.693,9.185,STRONG_SIGNAL
2024-07-09,102.578,93.791,9.369,STRONG_SIGNAL
2024-07-10,102.696,94.233,8.981,STRONG_SIGNAL
2024-07-11,102.416,94.066,8.877,STRONG_SIGNAL
2024-07-12,102.700,94.537,8.635,STRONG_SIGNAL
2024-07-15,102.720,94.498,8.701,STRONG_SIGNAL
2024-07-16,102.720,94.664,8.510,STRONG_SIGNAL
2024-07-17,101.753,93.654,8.649,STRONG_SIGNAL
2024-07-18,101.238,93.153,8.679,STRONG_SIGNAL
2024-07-19,100.846,92.574,8.935,STRONG_SIGNAL
2024-07-22,101.258,93.006,8.873,STRONG_SIGNAL
2024-07-23,101.866,93.791,8.610,STRONG_SIGNAL
2024-07-24,100.139,92.270,8.529,STRONG_SIGNAL
2024-07-25,99.962,91.789,8.905,STRONG_SIGNAL
2024-07-26,100.375,91.965,9.144,STRONG_SIGNAL
2024-07-29,100.277,92.270,8.678,STRONG_SIGNAL
2024-07-30,100.355,92.279,8.751,STRONG_SIGNAL
2024-07-31,101.960,93.654,8.869,STRONG_SIGNAL
2024-08-01,101.160,92.702,9.124,STRONG_SIGNAL
2024-08-02,98.157,88.952,10.348,STRONG_SIGNAL
2024-08-05,96.439,86.822,11.077,STRONG_SIGNAL
2024-08-06,97.548,87.637,11.309,STRONG_SIGNAL
2024-08-07,98.849,88.923,11.162,STRONG_SIGNAL
2024-08-08,98.706,88.972,10.941,STRONG_SIGNAL
2024-08-09,98.971,89.217,10.933,STRONG_SIGNAL
2024-08-12,99.128,89.512,10.743,STRONG_SIGNAL
2024-08-13,99.835,90.346,10.503,STRONG_SIGNAL
2024-08-14,100.492,90.454,11.098,STRONG_SIGNAL
2024-08-15,101.670,92.132,10.352,STRONG_SIGNAL
2024-08-16,101.660,92.240,10.212,STRONG_SIGNAL
2024-08-19,101.984,92.515,10.235,STRONG_SIGNAL
2024-08-20,101.670,92.279,10.176,STRONG_SIGNAL
2024-08-21,101.753,92.437,10.079,STRONG_SIGNAL
2024-08-22,101.405,92.574,9.540,STRONG_SIGNAL
2024-08-23,101.248,92.574,9.370,STRONG_SIGNAL
2024-08-27,100.855,92.672,8.831,STRONG_SIGNAL
2024-08-28,100.772,92.613,8.810,STRONG_SIGNAL
2024-08-29,101.660,93.663,8.538,STRONG_SIGNAL
2024-08-30,101.464,93.339,8.704,STRONG_SIGNAL
2024-09-02,101.930,93.919,8.530,STRONG_SIGNAL
2024-09-03,101.071,92.986,8.695,STRONG_SIGNAL
2024-09-04,99.982,91.965,8.717,STRONG_SIGNAL
2024-09-05,99.305,91.347,8.712,STRONG_SIGNAL
2024-09-06,98.284,90.110,9.071,STRONG_SIGNAL
2024-09-09,99.393,91.053,9.160,STRONG_SIGNAL
2024-09-10,99.452,91.347,8.873,STRONG_SIGNAL
2024-09-11,99.226,90.768,9.319,STRONG_SIGNAL
2024-09-12,100.685,92.435,8.926,STRONG_SIGNAL
2024-09-13,101.374,93.163,8.814,STRONG_SIGNAL
